Year,Region,Temperature,Secchi,Salinity
1975,Confluence,14.868844017910195,40.49477622971778,0.1475071520838241
1976,Confluence,16.512166392567515,49.388592346359175,1.3529435088396553
1977,Confluence,16.45850948612038,48.02876073024623,3.488565068560098
1978,Confluence,16.530814552814277,32.16388201622132,0.6603580398901009
1979,Confluence,16.589307409719684,36.873286214503125,0.6689787475394963
1980,Confluence,16.043705002897042,40.125630931695945,0.2670049774495783
1981,Confluence,16.962312774701928,39.27137109164842,1.0124938090739204
1982,Confluence,15.66903203581017,44.06619729418623,0.10425746549391342
1983,Confluence,15.960992849462508,45.387076462658065,0.08416295823882027
1984,Confluence,16.625567347571554,54.61777146048708,0.23985820388052784
1985,Confluence,15.941951479215438,61.42101781670198,0.9107715234377615
1986,Confluence,16.187976081022622,40.78399582062151,0.5541767469531989
1987,Confluence,16.68403645074074,52.03753678962021,1.5098610716835936
1988,Confluence,16.559834027642136,48.10823732443332,1.8509788950432342
1989,Confluence,16.3544783374627,49.61403572537641,1.4644614250781396
1990,Confluence,16.76776356089969,55.75834521692579,1.7953623266036502
1991,Confluence,15.997457223967537,57.72661099371767,1.9858940123668387
1992,Confluence,17.19345326651566,63.26525763748385,1.9469983408986318
1993,Confluence,16.147373729234815,49.34549827935899,0.6535011516277217
1994,Confluence,16.202108686658526,57.28536512589163,1.128747681561435
1995,Confluence,15.882757909210783,51.315758559720734,0.4713111226418288
1996,Confluence,16.54887837107387,54.60869510902158,0.3975901221443001
1997,Confluence,16.67144172996777,43.01865154240103,0.5350270795005235
1998,Confluence,15.733190065567674,42.937753495466005,0.21897611432440822
1999,Confluence,15.221900824939084,47.06799053369592,0.5935519092991491
2000,Confluence,15.947600109131521,47.72467771068334,0.65288328155961906
2001,Confluence,16.103049620431996,45.99874950684509,1.3645869984566052
2002,Confluence,16.0839951089463,42.826319542800135,0.8710259545118535
2003,Confluence,16.3753343581517,49.0030556561251,0.7311736934419256
2004,Confluence,16.440144030149316,51.776509175318026,0.8117332419432048
2005,Confluence,16.234234505674582,57.93995562259,0.6420087294134807
2006,Confluence,15.89899427805998,57.12882932765472,0.4703836817110221
2007,Confluence,16.072882203649947,67.99187243927629,0.9260337065078853
2008,Confluence,15.813556694615906,55.49284672599288,1.1604337138588459
2009,Confluence,16.091487630123286,67.50204582490468,1.1837695633813594
2010,Confluence,15.68514430960721,68.27136681346664,0.9223599650192372
2011,Confluence,15.451072011369803,77.25446512825512,0.2648449954698032
2012,Confluence,16.11782095943778,71.71101532304527,0.9660023420643238
2013,Confluence,16.3910993120845,60.48562890820811,0.9308644174627787
2014,Confluence,17.16834699901346,71.09576390081877,1.9987320312480807
2015,Confluence,17.568910038732497,58.71356687004571,1.9815209918748364
2016,Confluence,16.69870133647895,59.11430289205087,1.1312110288743469
2017,Confluence,16.25506406275414,61.526201930690135,0.3899787836086689
2018,Confluence,16.506292415306827,79.9043418041546,0.9208087629913548
2019,Confluence,16.313297276680725,72.98134384346253,0.5956139628728079
2020,Confluence,NA,NA,NA
2021,Confluence,NA,NA,NA
1975,North,14.041666666666666,48.458333333333336,0.06750927052631737
1976,North,15.924691718154484,77.23412691719003,0.07549248631510846
1977,North,16.938862820882647,82.14486957857319,0.10034903791743068
1978,North,15.726851952381624,48.307692290880745,0.07257277924679725
1979,North,15.290895197126599,63.91666666501098,0.07646206883410425
1980,North,15.061851978302002,69.72115380794574,0.07308164715681884
1981,North,16.21464134256045,63.182291628171996,0.08616789651696535
1982,North,14.041666666666668,54.125,0.06347128265070087
1983,North,13.833333333333332,47.166666666666664,0.052079196578506064
1984,North,14.5,60.5,0.07057750025588826
1985,North,15.5,83.04166666666666,0.07854674600811791
1986,North,15.583333333333332,63.83333333333333,0.07509880286302253
1987,North,16.416666666666668,80,0.08172273862158397
1988,North,16.666666666666668,93.95833333333333,0.08698192770930582
1989,North,15.458333333333332,79.33333333333333,0.07799469973572871
1990,North,16.287723066697083,102.14722228724332,0.07734772343097299
1991,North,16.158333333333335,92.59791666666666,0.08893112011534272
1992,North,16.997916666666665,98.05,0.08787072560265279
1993,North,15.341666666666667,69.91666666666667,0.07117351287416081
1994,North,16.00125,116.9,0.09021986562503523
1995,North,14.216666666666665,62.49305555555556,0.05634176596707405
1996,North,15.927083333333332,82.79166666666666,0.06484251132071413
1997,North,16.329166666666666,66.1875,0.07091383632211952
1998,North,14.379166666666666,59.833333333333336,0.06356488118013168
1999,North,14.474583333333335,73.91666666666666,0.06308747479784399
2000,North,15.148333333333333,96.64583333333333,0.06939201892591222
2001,North,16.470833333333335,77.8125,0.08854603084365875
2002,North,16.445,92.77083333333333,0.0810086074111756
2003,North,16.30125,98.61875,0.07025812904903835
2004,North,16.304166666666667,90.05833333333334,0.07436461940670702
2005,North,16.020833333333332,75.83333333333334,0.0813215805260902
2006,North,15.666666666666668,74.06944444444444,0.06630316892672619
2007,North,16.366666666666667,109.52083333333334,0.07878931885293983
2008,North,16.68125,98.04166666666666,0.08967625458576894
2009,North,16.416666666666668,121.08333333333334,0.07564177858785522
2010,North,15.370833333333334,95.95833333333334,0.07696885646562746
2011,North,14.65625,86.66666666666666,0.06222614240113675
2012,North,15.973749999999999,115.10416666666666,0.07389537205661002
2013,North,16.885624999999997,120.09027777777777,0.0735480802890248
2014,North,16.828125,139.64583333333334,0.08569522557025183
2015,North,17.964583333333334,158.89583333333334,0.08122839193245465
2016,North,16.09916666666667,150.67361111111111,0.07739975170949155
2017,North,14.719791666666666,NA,0.064649665038602
2018,North,15.606666666666666,NA,0.07363526783906937
2019,North,14.963958333333334,NA,0.06232073713127419
2020,North,NA,NA,NA
2021,North,NA,NA,NA
1975,SouthCentral,15.414509144237403,43.37119408369408,0.1443197298479975
1976,SouthCentral,16.93133567821068,51.301062652625156,0.20702890837629015
1977,SouthCentral,17.24622031421264,48.692296372283586,0.3932918510110676
1978,SouthCentral,17.115670774432786,40.34817054766997,0.17429975171493853
1979,SouthCentral,16.800708333333333,43.15163690476191,0.16163919911567662
1980,SouthCentral,16.456956146493685,43.44180779374278,0.12824477571590126
1981,SouthCentral,17.892908489298648,52.86957458064438,0.207135029778939
1982,SouthCentral,16.241742581090406,48.897718109503,0.13260487089898268
1983,SouthCentral,15.972318876047323,42.85402877773568,0.10005100397652489
1984,SouthCentral,16.8869,49.84861111111111,0.1546308098086623
1985,SouthCentral,16.83956099864188,66.0342320261438,0.2069758640708388
1986,SouthCentral,16.826171051171052,52.10396063631358,0.16803806657971884
1987,SouthCentral,17.60219421101774,67.41001400560225,0.240512364669419
1988,SouthCentral,17.622019512350395,66.19034780578897,0.294710401930118
1989,SouthCentral,17.17663999943412,72.20590251252015,0.23412851689036235
1990,SouthCentral,17.54871838129191,76.68999554367201,0.2510186431217897
1991,SouthCentral,17.00598971861472,76.66641865079364,0.24817618934130803
1992,SouthCentral,18.03626511814012,79.62120943058443,0.24844603108946053
1993,SouthCentral,16.988043981481482,63.54779583842083,0.16960617055585914
1994,SouthCentral,16.935601563628445,84.79988492262943,0.23795836037767126
1995,SouthCentral,16.480127433884086,64.70692956570616,0.18690084044499897
1996,SouthCentral,17.41093854919945,67.53447644070708,0.14094571224709102
1997,SouthCentral,17.785513540336982,62.27968093681981,0.13735368176803975
1998,SouthCentral,16.159908023928157,53.44271103507661,0.11618610199796871
1999,SouthCentral,16.248037178448698,61.35699817043083,0.13833892203450202
2000,SouthCentral,17.35217286640044,70.88317650594081,0.15804623009166652
2001,SouthCentral,17.944036875546153,66.44083952474234,0.2149017404402965
2002,SouthCentral,17.45104972072521,68.63662268066994,0.20859927436095888
2003,SouthCentral,17.508601642461603,69.47274845473277,0.17917432720711912
2004,SouthCentral,17.754656267573562,67.18256035977545,0.1899889607515347
2005,SouthCentral,16.590975261329945,69.20581587972289,0.15503702836797267
2006,SouthCentral,16.34352846744622,71.46880650344475,0.12073716926157621
2007,SouthCentral,17.10667738477575,81.4361640125026,0.19674445181924535
2008,SouthCentral,16.925674891888253,73.65197217658967,0.22088017443719324
2009,SouthCentral,17.033002930880354,99.2410919866484,0.2302368728833219
2010,SouthCentral,16.61319440336052,99.68659733714247,0.1700539225062348
2011,SouthCentral,15.726054026318423,88.77311965176169,0.09758162574674432
2012,SouthCentral,17.389591048278366,109.9288927820475,0.19976395027625943
2013,SouthCentral,17.581901432080446,104.93759101178303,0.18969591852199955
2014,SouthCentral,18.31569783164951,134.4328631558465,0.28398439813916276
2015,SouthCentral,18.86810659703899,117.57688862698063,0.28752993466124405
2016,SouthCentral,18.043743360769948,107.60019754828987,0.1810053897419878
2017,SouthCentral,16.32978779607182,88.07462902072363,0.1002300278795382
2018,SouthCentral,17.377246868816098,118.14341917064121,0.17402558967314918
2019,SouthCentral,16.459389060737394,104.25963917886017,0.12094592907873429
2020,SouthCentral,NA,NA,NA
2021,SouthCentral,NA,NA,NA
1975,Suisun Bay,14.705981708499344,30.53830323049172,2.2590313125032586
1976,Suisun Bay,16.31677398989899,50.78125,9.087641219293314
1977,Suisun Bay,15.924784012843489,68.9147249423963,14.137640661529604
1978,Suisun Bay,16.25011646115813,31.310375932995875,4.933416257498544
1979,Suisun Bay,15.957591594827587,34.65218253968254,5.292619458336715
1980,Suisun Bay,15.737226716870815,27.186798879049828,3.372063106302833
1981,Suisun Bay,16.372338483987146,37.1684629226509,7.2839764998201595
1982,Suisun Bay,15.081628300060675,27.010117045247515,1.4531686845929737
1983,Suisun Bay,16.085684532913483,30.05596753636227,0.4994608659503982
1984,Suisun Bay,16.361249803251695,37.78597533305351,3.5389227343441467
1985,Suisun Bay,15.490607734156479,53.9869816985049,7.685549814754225
1986,Suisun Bay,15.975824714616435,34.505370731850995,4.605614684059451
1987,Suisun Bay,16.46945273014605,45.420405680375566,8.961994508156309
1988,Suisun Bay,16.246936941907702,41.54452792650184,10.099699887500885
1989,Suisun Bay,15.988808137950036,38.20009192909471,8.555509670087654
1990,Suisun Bay,16.479989384396454,40.39409210207539,9.862076301401764
1991,Suisun Bay,15.631918296923121,42.183553486122804,10.160576110164401
1992,Suisun Bay,16.72549959317631,48.342240467522984,9.489600221961625
1993,Suisun Bay,15.942349757092032,38.24858392950498,4.715747726746416
1994,Suisun Bay,15.512573770394056,39.76356427666474,8.327213301351724
1995,Suisun Bay,15.899245683492147,35.56894653109194,3.2197202166298418
1996,Suisun Bay,16.41352714235122,35.196936837706964,4.065903163532224
1997,Suisun Bay,16.769454526463164,36.047797723906825,4.928436338155812
1998,Suisun Bay,15.775508200705572,30.347804186529892,2.3200952754146575
1999,Suisun Bay,15.012612524883687,31.70115522750305,3.981522402608987
2000,Suisun Bay,16.081005425507463,32.74077665209458,5.600597530876913
2001,Suisun Bay,16.078378145708285,38.418573984651296,9.092564281615083
2002,Suisun Bay,16.04452746958498,34.74921926879694,6.735767477529777
2003,Suisun Bay,16.4819901905975,34.70554238448975,5.2693155383144825
2004,Suisun Bay,16.390579548754975,37.43847086437781,6.576075641578131
2005,Suisun Bay,16.24703676428347,43.72047780435938,4.956299165143427
2006,Suisun Bay,15.99261722087825,40.5166813334083,3.850874161259913
2007,Suisun Bay,16.016688046430694,44.33600969558662,7.621148971855918
2008,Suisun Bay,15.747157390393777,45.69499525070604,8.125227959991488
2009,Suisun Bay,15.726374267888973,49.013587917506456,8.255631337862775
2010,Suisun Bay,15.82974704312214,43.67012120376391,6.342727172929253
2011,Suisun Bay,15.467263865465465,45.64453816396179,3.1413045629895673
2012,Suisun Bay,15.920735335356078,46.50741242403394,7.788997354420843
2013,Suisun Bay,16.393589959343604,43.67012379074393,7.71231810018574
2014,Suisun Bay,16.924601435484945,47.53451537904938,11.28677960623768
2015,Suisun Bay,17.423606293634933,47.9389156920078,10.821848593912799
2016,Suisun Bay,16.579155660866128,44.532520081832914,7.634620561372298
2017,Suisun Bay,16.656224216508086,42.37929860845646,3.57237453265685
2018,Suisun Bay,16.4676221900988,48.02375937891742,7.480418158004256
2019,Suisun Bay,16.468363314367625,41.46443445627665,3.932036647149451
2020,Suisun Bay,NA,NA,NA
2021,Suisun Bay,NA,NA,NA
1975,Suisun Marsh,NA,NA,NA
1976,Suisun Marsh,NA,NA,NA
1977,Suisun Marsh,NA,NA,NA
1978,Suisun Marsh,16.48820634920635,25.195833333333333,3.786265295907256
1979,Suisun Marsh,16.21856103326498,26.000297619047622,3.9479675118308974
1980,Suisun Marsh,16.099626801592304,21.32883640725746,2.055862043943517
1981,Suisun Marsh,16.8278885814352,25.581739156531643,5.48436572615918
1982,Suisun Marsh,15.278579702135309,20.075388301418048,0.7549308487392656
1983,Suisun Marsh,15.592396878869822,22.495622006048798,0.2838619049695166
1984,Suisun Marsh,17.212803514568222,27.00848977411477,1.883472268415652
1985,Suisun Marsh,15.885135753768896,29.808782472353165,4.0230029213832
1986,Suisun Marsh,16.81953820417056,21.182380698005698,2.368097488955925
1987,Suisun Marsh,16.346870941558443,26.864568744164334,4.61394816271285
1988,Suisun Marsh,16.153009370853603,27.636539733414732,4.4185985353054145
1989,Suisun Marsh,15.871324404761904,25.68426110926111,3.404668230577838
1990,Suisun Marsh,16.896218584656086,26.37886002886003,4.754693612797551
1991,Suisun Marsh,15.551240273887334,27.895021202925612,5.560937730040249
1992,Suisun Marsh,16.999244957199764,28.942488523187052,5.4368946806496945
1993,Suisun Marsh,17.0198023653906,21.763126361655775,1.9527877713247421
1994,Suisun Marsh,16.462198125948127,23.870207107707106,3.4638383346929404
1995,Suisun Marsh,16.303017748277217,18.613803227791607,1.033501158239483
1996,Suisun Marsh,16.537210992412604,22.397403493676784,2.3033409748762135
1997,Suisun Marsh,17.09097561495863,24.979391579890507,3.2174361001461524
1998,Suisun Marsh,15.993709770114942,20.089332652078596,1.0581730560564924
1999,Suisun Marsh,15.53653127857819,21.4026737682325,1.9810292067419404
2000,Suisun Marsh,16.200388013590004,24.72634858767105,3.0654440864952415
2001,Suisun Marsh,16.287963671487223,30.045028659611994,4.302379040930801
2002,Suisun Marsh,16.407114121420456,28.710053024218524,3.8283000169499575
2003,Suisun Marsh,17.08929989377906,26.420967703813922,2.786861941116202
2004,Suisun Marsh,17.202489359406027,30.72523249738767,3.661284218769239
2005,Suisun Marsh,16.932352202815448,29.44525623352089,2.6259575910712005
2006,Suisun Marsh,16.508451278659614,26.870537823019706,2.3900192170969823
2007,Suisun Marsh,15.999311037280123,30.83510085978836,4.617805232569447
2008,Suisun Marsh,16.09025484546318,30.50489560694271,5.111358695204677
2009,Suisun Marsh,15.96525224248992,32.245875957002006,5.151185238568622
2010,Suisun Marsh,16.26076397213897,31.19681273228687,3.8772861981983646
2011,Suisun Marsh,15.622595219744412,27.505606719047577,1.8420236772211782
2012,Suisun Marsh,16.167464862298196,33.682883428300094,3.9833316187421737
2013,Suisun Marsh,16.293162656854108,29.98070141730343,4.659911185813392
2014,Suisun Marsh,16.90017738449794,35.32916105217546,6.8010250675305
2015,Suisun Marsh,17.58281000202675,34.28285910856805,6.488307486795016
2016,Suisun Marsh,16.772504603198943,32.18663045320225,4.622702098841608
2017,Suisun Marsh,16.860981844569896,27.759001687452468,2.349869978746479
2018,Suisun Marsh,16.581989689297384,31.546724918597928,4.04448011207529
2019,Suisun Marsh,16.81463404188404,30.889336924250717,2.188827420216077
2020,Suisun Marsh,NA,NA,NA
2021,Suisun Marsh,NA,NA,NA
